"","GSM559619","GSM559623","GSM559624","GSM559628","GSM559616","GSM559617","GSM559618","GSM559620","GSM559621","GSM559622","GSM559625","GSM559626","GSM559627","GSM559629","GSM559630","GSM559631","GSM559632","GSM559633","GSM559634","GSM559635"
"CDC16",9.8252,10.1383666666667,9.73307333333333,10.0549433333333,8.84723333333333,8.73139666666667,9.38204666666667,9.80421,9.43613666666667,9.59028666666667,8.09309666666667,7.55466666666667,8.29293666666667,8.95715,10.00257,9.96354333333333,10.24982,8.24925333333333,10.2506033333333,7.08705666666667
"IGFBP2",7.2541,6.35099,8.19582,6.90173,2.65945,7.99201,8.59905,9.56797,9.40271,10.277,13.4007,5.90837,5.38616,9.93837,3.32177,3.24907,7.30339,9.74681,8.13484,2.92108
"TES",6.05217,5.64754333333333,6.13811666666667,5.46726333333333,6.83397666666667,6.19917333333333,7.34162,6.74785333333333,6.2013,5.90468333333333,7.64108,4.41346666666667,3.93981,7.10486,6.29071666666667,5.77640666666667,5.99704333333333,5.66032666666667,5.51422,5.45489
"GFPT1",8.2288825,8.881965,7.7274425,8.356415,8.98415,8.11484,8.174055,7.970935,7.095725,8.9059425,8.613805,7.729185,8.97972,6.79704,8.0588625,7.97559,8.1898475,7.0366,8.6755475,6.587565
"FOXO1",6.39195666666667,7.06505,6.87711666666667,7.56875,3.51066333333333,5.06518666666667,5.40955333333333,4.31665,5.73979666666667,4.23267666666667,4.93709333333333,3.96221666666667,4.08434333333333,5.45888,5.72864,6.64897666666667,5.19491333333333,4.76881666666667,5.23504,4.75490666666667
"POLR2A",4.36343333333333,4.22344666666667,4.34274,4.38443333333333,4.67,4.20930666666667,4.1424,4.37662666666667,4.69499666666667,3.93918666666667,4.66112333333333,4.41897,4.36509,4.05091,4.54797,4.50730333333333,4.70809333333333,4.50286666666667,4.59645,4.46260666666667
"LIG1",5.88138,4.44353,5.29111,5.11416,6.9594,7.5115,6.15005,7.34782,5.67704,6.80444,5.8156,6.04937,6.15328,5.76409,5.62054,4.92976,7.97118,6.46435,6.76335,2.19978
"IFNGR1",8.37137,9.19964,9.18306,9.47251,9.09833666666667,7.44534,9.01524333333333,12.1557666666667,7.57942666666667,8.56322,9.37930333333333,7.82449333333333,8.69743,8.85076666666667,7.50760333333333,7.93858666666667,7.19792333333333,5.46553,7.25604,5.88949333333333
"LTBP1",6.686085,5.28998,6.284135,6.286215,6.107185,6.147915,6.570075,7.146775,6.68163,5.43904,6.926395,7.35205,7.872165,5.704655,6.97088,6.306955,6.289705,5.55591,5.20733,4.467785
"MIR4680 /// PDCD4",7.3601525,7.50983,7.295785,7.881755,9.7309975,9.37766,7.760205,8.1843225,7.5658475,7.25584,6.49147,6.8125475,7.310055,9.9815725,8.282665,8.2557375,8.809445,8.7118675,9.0471425,6.772915
"PKIG",9.84801,9.59258,9.85415,10.1984,7.78672,9.29919,9.36166,8.29626,9.29919,8.11545,7.13843,9.71233,9.51413,9.74172,9.21057,9.43682,9.32939,9.85749,8.72777,7.14598
"TRIP10",8.15744,8.01514,8.01694,8.06483,6.61804,7.11693,8.23226,7.31787,7.63167,5.82948,8.95982,7.30677,7.15188,6.72202,6.41504,6.15002,7.84858,6.72238,7.02559,4.20696
"EBP",6.1398575,5.3614175,5.50744,5.0676975,6.3914325,6.86602,7.0186775,7.520215,5.5411975,6.840445,7.559155,7.388465,7.69592,5.599805,5.8066075,4.8022425,6.042385,5.63832,6.05417,4.777805
"LSM4",6.32067,6.31566,6.54978,5.70445,8.12296333333333,7.38368333333333,7.19539333333333,7.48661,6.01505666666667,7.91785,7.45254,7.90367,8.02699333333333,7.12307,5.59410333333333,4.91135666666667,7.20547333333333,7.14398,7.12014666666667,4.68480666666667
"PHKB",7.1876975,7.3500075,7.5393375,7.496905,7.2966725,7.20092,7.25647,6.65725,5.78934,6.81579,8.4141925,6.44469,6.72331,6.94727,6.97572,6.78607,6.8347975,5.630715,7.64912,4.253235
"ABHD14A-ACY1 /// ACY1",7.42931,8.24121,7.94663,8.14837,6.88741,8.81367,8.60173,7.95087,6.74013,7.68428,7.78357,7.59646,7.2181,6.89551,6.12106,5.88709,8.27083,7.76822,8.84441,4.98145
"PRKACB",6.39136,7.35197666666667,6.12296333333333,6.27012,6.72432666666667,5.67969666666667,6.60242333333333,6.23826666666667,6.85462666666667,5.45624333333333,6.87486666666667,5.59709333333333,5.79470333333333,9.721,6.2233,6.23446666666667,5.78793333333333,5.37379333333333,5.82454666666667,5.25843333333333
"PIK3R3",7.34936,7.09711,7.00455,6.66905,7.403765,7.16527,7.827045,9.490765,6.53914,6.37136,7.702395,7.4514,7.082285,7.47545,8.199455,6.80734,8.215545,6.43674,7.06065,5.438655
"SLC20A2",4.17637,4.08371,3.9919,4.08166,5.33525,5.63089,3.97246,3.90851,3.94248,5.13667,5.31453,3.64144,3.87942,4.11719,3.66892,3.74953,5.35288,4.04804,4.85641,4.03537
"USP8",7.354325,7.682665,7.37403,7.84897,7.13308,7.1894,7.494225,7.682215,7.10441,7.714625,7.43398,6.59595,7.08093,7.487565,7.98528,7.59687,7.93217,7.236155,7.497155,6.808175
"ITM2A",9.83134,10.11008,9.859725,9.768785,5.30985,7.21936,8.710625,7.40975,12.3335,6.00609,5.442755,5.400955,4.4331,9.567415,8.80867,9.737305,7.197515,7.09787,7.85556,7.901265
"GBP2",8.5665,8.69223,8.187395,8.203625,5.951455,7.520825,8.63566,7.683925,6.72362,6.373205,8.855835,5.72092,6.032145,9.66623,8.53455,7.88102,9.18,6.478775,8.53689,7.46879
"WRB",9.81442,10.0064,9.01148,9.67962,9.6685,10.4088,9.12746,9.08112,9.00605,10.1102,8.04131,9.19284,10.7096,9.27093,9.4037,9.6449,9.33727,8.62229,9.84749,7.93214
"TFIP11",5.419805,5.35131,5.46127,5.29941,4.81607,5.56877,4.99998,5.79016,5.132695,6.053705,5.23831,5.45555,5.35399,4.824735,5.45385,5.327185,5.43699,4.933185,5.46269,5.441885
"SLC7A8",4.743576,4.495372,4.440392,4.728368,3.818322,5.252024,5.409762,5.480834,4.96021,7.306424,3.806904,4.776554,4.765334,5.093344,4.989858,4.866944,4.883582,5.755628,5.057368,4.82854
"R3HDM1",6.064155,6.714735,6.325175,6.457995,6.8968,6.230135,5.997785,6.537115,6.164925,6.20035,6.547615,6.731415,7.105375,6.5803,6.248245,6.329335,6.12271,6.493525,6.17681,6.07871
"GPC1",4.138105,4.68119,4.81611,4.218065,2.478715,5.676805,4.051375,3.970615,4.271435,5.17488,4.97847,4.829405,4.606495,3.711135,4.651325,4.055035,5.123435,4.639085,4.771155,3.623165
"NELFB",7.04139,6.60159,7.53827,7.55932,7.24309,8.04868,7.47389,7.99924,7.55927,6.9073,8.43274,7.56549,7.02215,6.95689,7.49782,7.05691,8.58599,7.65878,8.37849,5.17009
"RFXANK",7.68126,7.31158,8.41989,7.88347,8.44133,9.22057,8.48704,8.13551,7.14655,8.02307,8.30775,9.05147,8.94725,8.18412,8.24826,6.54785,9.64461,8.51737,8.79368,5.21435
"AKAP2 /// PALM2-AKAP2",10.1545,10.8695266666667,11.3227666666667,11.7334,6.84802,6.66131666666667,8.98725,6.85519,8.41978666666667,7.27687666666667,8.69658666666667,5.0456,5.90915,7.93579666666667,7.85449333333333,9.44239333333333,7.39020333333333,5.55336,7.59811333333333,4.75972333333333
"ROCK2",7.70172,8.378275,7.442045,8.167215,7.338745,6.945485,7.011375,7.184135,6.88645,7.742155,6.682965,6.436575,6.822245,7.042385,7.19872,7.542175,6.566315,7.00296,6.881575,7.88624
"CASP3",8.20934,7.75295,7.86231,7.78509,9.02246,8.09613,8.46743,8.78011,7.9806,8.6928,7.85233,7.04987,7.35423,8.63247,8.2987,7.75264,8.68403,7.22353,8.87782,4.12333
"FBN1",11.23999,11.3820233333333,10.0617366666667,9.55147333333333,4.97874666666667,7.04055,8.77338,7.00646666666667,9.34407333333333,7.78354666666667,7.02838666666667,4.90084,4.94731666666667,6.98836666666667,7.9213,8.75109333333333,8.08644333333333,6.73971,7.82510333333333,6.48784333333333
"ACP2",8.87873,8.48285,8.96134,8.41924,6.71045,7.59718,8.4231,9.14639,7.70955,6.21366,8.77443,8.23505,7.14932,7.96263,7.63585,7.76796,9.83667,7.76038,9.22328,3.68381
"FOSB",12.4033,11.9735,10.1135,12.3226,6.27992,3.69479,8.13725,3.80091,9.39724,3.55516,4.85496,3.26236,3.30374,3.17866,7.81702,8.76692,6.79934,7.30562,4.47168,5.15708
"HMGCL",8.50478,8.95205,8.73625,8.89581,8.67427,8.86721,7.84537,7.70841,8.66722,8.30969,9.21136,9.02158,8.65735,8.373,8.68735,8.69967,8.58605,8.56828,8.5662,8.29109
"SFSWAP",5.246635,5.5014675,5.7623975,5.46287,5.6072675,5.337795,5.0090775,5.474645,5.82856,6.261905,5.2847275,5.0511225,4.893385,5.1809925,4.5574325,5.0463275,5.115015,5.27289,5.3654775,4.77541
"DNTTIP2",10.2397,10.2901,10.0525,10.5467,9.96124,9.67097,10.1468,9.06018,9.38757,9.76082,9.50566,9.39911,9.72577,10.1134,9.99078,9.7047,10.1611,8.71721,9.3108,7.63527
"SHOC2",8.89729,9.06936,8.66571,9.00116,8.69767,9.29552,8.86668,9.35412,8.53885,8.39449,8.25681,7.1906,8.35399,9.66868,8.30716,8.51847,8.69767,8.93366,8.53777,7.5924
"ZMYM2",4.89729166666667,4.76770166666667,4.86273333333333,5.17115166666667,5.19126666666667,5.109175,5.636225,5.18780166666667,5.39636166666667,5.94598666666667,4.90463166666667,5.34894166666667,5.68543666666667,5.19857333333333,5.15320833333333,5.14633833333333,5.21564833333333,5.249495,5.114035,5.15276
"UBE2S",6.54987,5.33375,6.58881,5.57899,10.3288,9.01482,9.13957,9.15146,5.59227,11.1545,8.82837,10.5179,10.2783,7.28723,3.49819,4.11845,8.89394,9.22836,8.24023,3.46173
"OXCT1",9.95256,11.3817,10.2612,11.2396,9.4733,9.23004,8.7492,9.73851,8.50548,8.98448,10.3437,9.41354,9.96836,8.43648,8.12463,9.5727,9.02228,5.36559,8.23229,7.88154
"INPP5K",6.518625,7.490405,8.0425,8.21217,6.545165,6.328665,6.371975,5.94134,6.107,6.13886,6.27861,5.585415,5.90426,5.828065,5.877145,6.00351,6.88994,5.7936,6.461305,5.64112
"NNT",5.3905,6.3058925,5.42074,6.0812525,5.5079775,5.8560525,4.6207425,4.47761,5.3787625,5.9249775,4.87738,4.6024275,4.86428,4.98353,4.8263575,5.4482,5.3351425,4.84684,5.437755,6.3641
"STK39",8.25462,9.45042,9.10729,9.68068,9.04725,7.66955,5.87222,8.56935,6.03608,8.19053,10.8766,9.30299,9.37651,7.56311,9.31452,8.18227,8.89744,9.40478,8.56623,5.06642
"MAPKAPK3",6.58215,6.35826,6.781125,6.179645,6.150635,7.26164,7.21859,7.87379,6.4395,7.183845,7.23767,5.77175,5.865675,6.837975,6.540465,6.25636,7.244105,7.254575,7.18428,6.54555
"PLCG1",6.454775,6.1737,6.923385,6.669435,6.33778,6.377795,6.457675,6.631535,6.738385,6.866715,6.255515,7.378235,6.98515,6.307585,6.43905,6.567955,6.732655,7.095355,7.11403,6.138355
"CLDN7",7.199,3.70089,4.79278,3.96324,5.25886,8.51556,9.16857,8.13059,6.40506,9.01846,10.609,7.28417,7.43451,6.24219,6.0259,5.72803,8.56633,7.80575,8.68686,5.3263
"LPCAT3",3.67138,4.09441,3.37291,2.96456,4.52751,5.36645,3.51497,5.50464,2.59491,3.01836,4.6085,2.87242,2.84584,2.737,2.52439,2.64139,2.88883,3.09827,4.84818,4.39759
"INPP1",8.30054,8.30091,8.58076,8.29408,5.89324,6.47221,7.09062,5.93943,7.85954,6.25316,7.14323,4.87104,5.59533,5.92287,6.42587,7.49803,7.28927,5.41873,6.53486,5.59397
"SYNPO",6.23445,6.93657333333333,6.83176333333333,6.66517333333333,5.03554333333333,4.54269666666667,5.61080333333333,4.96125333333333,5.75002666666667,4.67290333333333,5.18647,5.07486666666667,4.82443666666667,5.09889333333333,5.19413333333333,6.11908333333333,5.36018666666667,5.21362,4.88261333333333,4.51333666666667
"SACM1L",9.87323,10.7145,9.87611,10.3942,9.55065,10.2773,9.38656,9.77182,9.2017,8.76201,8.87698,8.98021,9.37801,10.4022,10.261,9.88613,10.079,9.57275,10.6677,7.50593
"SEC24B",9.42168,9.99441,8.85901,9.84698,10.2183,9.67899,9.15691,9.30296,9.03311,9.31054,7.9625,7.75595,9.14907,9.07495,9.76066,9.4303,9.46128,8.55127,9.67493,6.30942
"CLPP",7.88996,7.94774,8.40815,8.02384,8.61539,8.65954,7.86532,8.0373,7.14542,8.78592,8.57469,8.98324,8.55823,7.92347,6.6846,5.9099,8.60089,8.17347,7.92139,5.09024
"PRKACA",4.779435,5.282455,5.25961,4.979815,4.546755,4.892225,5.00957,4.42192,4.58278,4.64144,4.6838,5.38063,5.216795,4.056465,4.32509,4.036565,4.87786,4.233135,4.755545,3.66057
"DHPS",7.46355333333333,7.70687333333333,7.36688666666667,7.64231,7.1111,8.73963,8.13409333333333,7.99375,6.5932,9.22401,7.67628,7.41343,7.53083333333333,7.52451333333333,6.15255666666667,5.80914,8.84104333333333,8.14232333333333,8.04360666666667,4.93166666666667
"ABCC1",6.861455,6.85625,7.293205,6.467765,7.388735,6.12947,7.192565,6.214615,5.95929,7.67108,8.376,6.7709,6.78991,6.54275,6.833395,6.217575,6.840005,6.57357,6.633735,5.829835
"DBN1",7.30861,6.75107,7.62656,6.474545,7.47802,5.425195,8.351885,6.67297,6.377955,6.967685,7.055575,7.27897,6.9784,6.55934,6.27873,6.271855,6.72975,6.47412,6.754445,5.37143
"TOM1",4.79818,4.23077,4.917,4.56913,5.25837,4.17283,5.03278,4.53427,3.42467,3.43037,6.5977,3.43254,3.61762,2.85348,3.41989,3.42469,4.90391,3.68598,4.12795,3.44713
"WBP1L",10.8462,10.2492,10.9121,10.7284,8.49236,9.79302,9.76753,9.26195,9.88901,9.36397,9.18522,9.35852,9.34246,9.20578,10.3736,10.5592,11.0184,10.0316,9.28769,8.69177
"INTS3",5.42406,5.226165,5.514245,5.512795,5.652055,5.187205,5.26578,5.154865,5.232065,5.79842,5.56521,5.83424,5.48931,5.35203,5.23574,5.149555,6.016505,5.79886,5.507165,4.749955
"DRG1",9.09078,9.33777,9.3821,9.53298,9.73803,9.16665,8.93997,9.65071,9.1573,8.82968,9.68516,9.73028,10.0034,8.71453,9.11116,9.24489,8.9041,8.7856,8.90339,7.85234
"STAMBP",5.72487333333333,6.15569666666667,6.02168666666667,6.50012333333333,6.55933666666667,6.39589,5.57062666666667,6.44909,6.68446,6.79465666666667,6.12291,6.25154,6.4955,5.84275666666667,6.52407,6.44862,6.24536666666667,6.98762333333333,6.40407333333333,6.16032666666667
"GAA",7.43684,6.72026,8.46882,7.11245,7.93309,9.81466,7.36257,7.91054,6.79617,7.84819,6.60711,7.00932,7.28295,5.97097,4.60384,4.62471,8.3507,8.53424,8.54175,4.79111
"TARBP1",8.84702,8.06337,8.20529,8.39915,10.0758,7.98877,8.78898,8.97476,8.58768,8.60736,9.00088,8.61848,9.18122,8.7017,9.61678,8.70928,7.99307,9.09482,9.17649,8.84702
"HEXIM1",8.023735,7.507095,8.432255,7.597415,7.163975,8.65321,7.41894,7.5056,7.840455,7.790535,7.683945,6.70947,6.952555,7.241995,7.61012,7.31332,8.359555,8.19553,8.427665,6.182325
"SS18",5.7263675,6.0792525,5.346705,5.577865,5.9399975,6.5403025,6.3335675,5.618165,5.4559875,8.0895375,6.061575,4.88927,5.3840275,6.067575,4.7089825,5.24869,5.3294975,4.758115,5.8244675,5.70651
"AHR",9.42185,9.82291,8.75744,9.36175,7.13151,8.29499,10.4333,8.51112,9.10793,8.75744,9.53876,8.62234,9.05765,9.76164,9.5115,9.00711,7.84449,8.57349,7.93484,6.44629
"TCEB1",8.146185,8.25612,7.959065,8.282585,9.07409,9.496675,8.270425,8.24626,7.28534,11.005075,8.617385,9.61235,10.326865,7.991555,8.556785,7.850655,8.24723,6.67976,8.605225,6.056085
"SLC25A4",5.4155,5.37463,5.3966,5.697115,5.274315,5.69377,4.983195,5.61243,4.560425,5.45859,5.03616,5.15029,5.3849,4.807005,5.13242,5.270495,5.08552,3.96391,5.0944,4.577135
"SPINT1",6.0382,3.79556,4.521195,3.77287,7.160245,7.612385,8.285435,8.25161,6.170185,7.35589,9.10845,7.247,6.941705,6.133245,5.578945,4.586775,8.157465,6.96251,7.794515,4.478685
"VAMP7",9.92973,10.2534,9.61056,10.0433,9.76741,10.8843,9.3551,10.0698,9.28164,10.0542,9.22421,7.77629,8.61394,9.77404,8.98957,9.34104,8.84738,8.03391,9.04891,4.89477
"SLC37A4",3.85865,3.259895,3.87947,3.81366,4.25613,4.86407,4.95071,4.69634,3.768635,5.305845,3.999135,3.913405,3.794335,3.686645,3.74908,3.22479,3.94599,3.734035,5.10456,3.269595
"GPX2",3.504635,3.57684,4.028045,3.575405,3.751085,3.48758,4.546185,3.66246,3.977745,3.673945,5.90186,3.925675,4.01919,4.43709,3.80512,3.97029,3.59408,4.44496,3.75309,4.882795
"GCC2",5.14344,5.306065,4.958685,5.261965,5.333765,5.43795,5.051225,5.59847,5.451595,5.636375,5.20301,4.613215,4.48719,5.443815,5.70967,5.662085,5.50109,5.56007,5.556245,5.57383
"SERPINA1",4.8244275,5.3801675,5.422055,5.2613375,4.71936,9.9236,5.387955,6.0411125,5.0047625,5.2832775,5.9395775,4.4297175,4.490475,6.9910125,6.23632,6.3406175,8.0439375,4.5990425,6.93641,5.710015
"AGT",8.03813,8.79176,5.8688,7.11328,4.11306,4.60465,10.4434,3.91736,4.59447,3.42301,5.81201,4.62575,4.6455,4.7985,5.90487,4.56096,8.36285,4.59944,5.12228,4.63887
"TRAFD1",4.006615,4.3102475,4.492305,4.2717375,4.2730275,5.668975,4.037385,4.9225175,4.5740175,4.8130725,4.3131025,4.4088425,4.3703,5.066115,4.881885,3.95993,5.372525,4.589955,6.02025,4.897565
"FUCA1",6.636035,6.39748,6.420105,5.785545,5.695295,6.261175,5.91436,6.124045,5.58005,5.96629,6.356785,5.45257,5.585515,5.729475,6.22392,6.10839,5.880855,5.96682,5.83526,4.613515
"NDUFB7",5.364055,5.629065,5.83105,5.610255,5.52716,5.725895,5.636135,5.714745,5.339895,5.58267,5.859985,6.077745,5.792295,5.572345,4.73546,5.04629,5.733915,5.96453,5.430055,4.32162
"TAF15",5.54705333333333,5.88325666666667,6.67529333333333,6.29368333333333,8.01774,6.84848666666667,6.22392,5.41265,5.56282333333333,7.56736333333333,6.00837333333333,6.73126666666667,6.96579,6.08429333333333,4.45694666666667,4.21419,7.13465333333333,5.43358333333333,6.36162666666667,5.1292
"OGFR",4.5062025,4.1811925,4.686425,4.5391625,4.32626,4.92168,5.3112525,4.5237725,5.0417875,5.9219525,5.46839,4.741755,4.5198975,4.81282,4.5676875,4.1008,5.45072,5.1119225,5.53024,4.7509675
"RALBP1",7.86584,8.25829666666667,8.68121666666667,8.51281,7.78844,8.4878,8.15277666666667,7.54397333333333,7.01120333333333,7.83448333333333,8.06544333333333,7.95011,8.10905666666667,6.95331666666667,6.89828666666667,6.968,8.30829666666667,6.40514,7.0222,6.61361333333333
"PIGC",5.66474333333333,6.12734666666667,5.62099666666667,6.18773666666667,5.87136,6.08126666666667,5.90223333333333,5.96989,5.73475333333333,6.23775666666667,5.2377,4.48189,5.25423666666667,5.53531333333333,5.61972333333333,5.28563,6.57708666666667,5.17751,5.87731,4.47316666666667
"PCK2",8.09424,8.68227,7.89856,9.42415,7.65501,8.15049,7.15961,8.61013,6.2203,7.89548,8.38362,7.23161,7.29621,7.62738,8.06061,7.41054,7.88468,8.77756,7.96906,4.0771
"GRK6",5.151755,5.0376025,5.2264825,5.089695,5.6125625,5.0369725,6.618055,5.04955,4.8203025,6.327425,5.8354875,5.959095,5.74039,5.86529,4.9594875,4.9239425,5.54303,5.3705,5.769575,5.27034
"AAGAB",5.10228,5.36164666666667,5.65337,5.36743,4.58086,5.89348,5.33292,6.78214,5.36345,6.3442,6.08824333333333,5.66271666666667,5.69443,5.54241,5.87645333333333,5.55944333333333,6.94336333333333,5.79725333333333,6.25697666666667,5.19206333333333
"RYK",6.56387666666667,7.13861,5.88995,6.7634,6.33713,6.94990333333333,7.16764666666667,6.98278,6.03487333333333,7.32835,5.32151,5.49259666666667,5.98583666666667,6.43213666666667,5.63130333333333,5.81315333333333,5.73687,5.38572333333333,5.36360333333333,4.92412
"MIR6787 /// SLC16A3",4.97909333333333,4.54380333333333,4.90262333333333,4.58262333333333,4.45932,4.77782,5.17306666666667,4.47405333333333,4.59563666666667,5.64516333333333,8.39263333333333,5.8258,4.71793666666667,4.97138,5.16062666666667,4.72996,6.24849666666667,5.83154,7.51403333333333,4.63546333333333
"U2AF1",7.2725025,6.8891675,7.4991775,7.0612975,7.6161075,7.490255,7.3432825,7.574095,6.83881,7.5798,6.7212925,7.53627,7.55496,7.0896025,6.1105,6.315655,7.00458,6.7209625,7.3664425,4.7745125
"CXCL8",7.83945,6.4832,3.42457,4.336235,6.5888,3.88441,8.91356,8.79522,4.227415,7.30199,7.475615,5.90667,6.4951,3.080365,4.65783,4.115045,3.806975,4.908155,3.52708,5.12613
"DENND4B",8.49008,8.57646,8.35897,8.11292,8.16653,8.02862,8.09425,8.09965,7.65495,7.98349,8.12828,7.23683,7.58263,7.83406,7.22875,7.30519,8.92794,8.57049,9.04654,5.54077
"MIR6883 /// PER1",6.93695,7.38997,7.609175,7.38579,4.33096,4.6358125,5.41926,4.281025,5.2282575,4.988795,5.0590775,4.397785,4.181645,4.89828,4.5445975,5.009515,4.8746225,5.0852425,4.19343,5.2524675
"FAH",6.90716,7.70697,8.016235,8.141995,4.442015,6.141225,6.342405,5.81597,4.6174,6.55996,6.000185,5.635545,5.538485,5.087145,6.16301,6.51184,6.50909,6.48544,5.788725,4.14299
"SP100",6.15248833333333,6.47717333333333,6.336185,6.39925333333333,4.747215,5.47094833333333,5.51605166666667,5.32506,5.375255,4.88572,5.57265666666667,4.83567,4.93344666666667,6.09643833333333,5.85587833333333,5.91787666666667,6.08636666666667,5.163495,6.336895,5.10841833333333
"DNAJB12",5.8586325,6.0366,5.8039625,5.9712025,5.9748,5.8640325,5.972195,5.7239025,5.4096475,5.3203625,6.1891225,5.68465,5.6255975,5.5571375,5.892475,5.724765,6.3065425,5.6782125,5.704215,4.8708425
"POP4",7.075315,7.422445,7.410715,7.24845,7.21549,7.980155,6.743175,7.25811,7.095375,7.43393,7.161065,7.155395,7.76431,7.27225,7.50504,7.21342,7.76472,7.12071,7.188395,4.626955
"OAS1",6.70177,6.872855,6.574585,5.29592,4.49235,7.09674,6.695275,6.16818,4.622795,6.401355,9.373115,4.123575,3.379615,6.525035,5.276265,5.554115,8.8485,6.239425,9.795425,4.396355
"CDC20",6.62123,2.04414,5.10591,2.40369,9.75832,6.82924,8.07488,7.89845,3.52646,7.94863,8.10027,9.3544,9.20146,6.73944,5.89204,3.23797,7.97758,5.34539,7.86294,2.27793
"TRAF4",4.554585,3.6486625,3.9140325,3.860305,5.3061175,5.23245,5.0480525,6.31673,4.60294,4.802515,5.1046125,5.48116,5.3106625,4.374625,4.3041175,4.177715,5.3894375,5.0533825,5.8573375,4.4377375
"ATP6V1C1",6.60723,7.027515,6.407735,6.9709775,8.13681,8.4250025,6.4855,6.2776825,6.417825,9.161295,6.5980325,6.5556275,6.965415,6.333745,7.228945,6.5378475,6.66731,6.17018,7.082865,5.2989325
"PBX2",4.6961375,4.5084,4.3793275,4.472385,4.689325,3.919055,5.430695,4.4277525,4.85769,4.78083,4.8396925,4.97997,4.367255,4.9110375,4.4876575,4.32032,4.5291825,4.4511675,4.3855825,4.762615
"CD93",9.13498,9.12507,9.431125,8.87528,5.814785,5.59673,8.027245,6.447115,7.817835,6.246985,7.016945,4.92408,5.31699,5.304335,6.97155,7.659075,6.61373,5.85633,5.664045,4.2829
"CYTH1",5.159375,4.939735,4.95141,4.76591,4.89213,4.979445,4.68918,5.157635,4.730445,4.75696,4.330255,4.251505,4.67301,5.28624,5.067295,4.85469,4.92395,4.88327,4.9556,3.767545
"NOL7",8.86771333333333,9.08808,8.66176666666667,8.87639,9.8181,8.96601,8.72393,9.53188666666667,8.27080333333333,9.61724666666667,8.78850333333333,7.78920333333333,8.93377333333333,8.55322,8.94299,8.91017,8.93368,7.70232666666667,9.37885666666667,6.17336
"PPP2R1B",7.655372,8.491202,8.99835,8.54247,4.99564,5.09457,5.69144,5.878062,4.944636,5.160798,5.759428,4.646712,5.264988,4.6689,5.58589,7.305288,5.744486,4.536448,5.060638,4.648182
"DDIT4",8.97285,8.07997,9.86535,8.84207,11.55,9.82895,10.7843,10.9276,7.72699,9.9779,12.9366,11.4104,11.3582,9.52438,8.59582,9.42593,7.29454,8.32876,7.83986,2.80526
"ANPEP",4.19353,4.15019333333333,4.04480333333333,3.90544666666667,3.32418333333333,5.97157333333333,4.03480333333333,3.18597333333333,3.98359333333333,3.49532,4.77405666666667,3.51139333333333,4.01788666666667,3.04804,3.74981666666667,3.99212,3.94733333333333,3.32370333333333,4.5494,3.86472666666667
"MAP7",6.43435,5.02449,4.54115666666667,5.23146,8.07025,6.41449,6.93587333333333,9.61275666666667,6.06715333333333,7.78423333333333,7.91194,7.50500333333333,8.09495,6.97102,7.06097666666667,6.04113333333333,8.12497,7.27516,7.91011333333333,6.64291
"NIT1",6.136695,6.775455,6.92183,7.601355,5.549485,7.529635,6.547385,5.727175,5.248315,5.96893,6.71835,5.201275,5.462315,5.67848,6.77609,6.34336,7.2972,6.50093,7.31943,4.974425
"CDC23",6.05435,6.46111,5.859915,6.615335,7.175865,7.087685,5.862125,6.475325,6.097565,8.500775,6.653355,5.794635,6.344725,6.48226,7.424535,7.255895,7.367365,6.303725,7.121315,5.99109
"UNC13B",8.65801,9.03993,9.21509,9.23687,7.73958,7.57734,7.46239,8.01744,9.22524,7.15821,7.97855,6.38345,7.33617,7.32733,9.06526,8.22525,8.94763,6.82307,7.87016,4.23819
"EPHB4",6.702255,6.29461,7.23358,6.35108,8.340835,6.614465,7.894705,8.456095,6.69312,6.647595,9.06937,8.71757,8.30898,6.07319,6.49028,5.881385,6.531075,5.503025,6.35191,5.677655
"SIRPA",5.75924,6.06970333333333,5.86654333333333,5.84154333333333,5.08269666666667,4.70216,5.53415666666667,4.69703666666667,4.99818666666667,4.23608666666667,4.91368333333333,7.96115,7.83324,4.45589333333333,5.21437,5.20393333333333,5.36291666666667,4.37123333333333,5.10127,3.46448666666667
"SRSF3",7.171085,7.25910333333333,6.828865,6.77450333333333,7.93585,7.16174,7.36401166666667,7.61011833333333,6.91351,8.24863666666667,6.46964,6.42609166666667,6.96489,7.64734666666667,6.66571,6.65908333333333,7.09696666666667,6.09457,7.22372666666667,5.15741
"E2F1",4.419805,3.920645,4.562305,4.207525,6.436345,5.16965,5.04611,5.438035,5.06012,5.312785,6.77294,6.333895,6.08587,4.893255,4.43719,4.37945,6.220245,5.655445,5.114855,5.7123
"NUP88",5.6195,5.966695,5.838665,6.006935,6.604635,5.24048,5.1351,5.5332,5.051185,5.421845,5.722845,5.495895,5.735755,5.60196,5.64728,5.736905,5.862295,4.547905,5.51328,4.58772
"CTSS",8.45756333333333,9.30132,8.17697,7.79669,7.35654666666667,8.53184333333333,7.78655333333333,7.64803333333333,6.33472333333333,7.58053333333333,6.69563333333333,5.33739,5.64729666666667,9.349,7.07586333333333,7.17401333333333,7.87407333333333,5.94473333333333,9.18329666666667,6.24594333333333
